Tension_X(V),Intensite
-0.090,623.0
-0.085,604.0
-0.080,595.0
-0.075,585.0
-0.070,568.0
-0.065,557.0
-0.060,548.0
-0.055,538.0
-0.050,536.0
-0.045,528.0
-0.040,519.0
-0.035,509.0
-0.030,507.0
-0.025,507.0
-0.020,499.0
-0.015,500.0
-0.010,499.0
-0.005,490.0
0.000,496.0
0.005,492.0
0.010,482.0
0.015,481.0
0.020,485.0
0.025,486.0
0.030,486.0
0.035,480.0
0.040,481.0
0.045,480.0
0.050,478.0
0.055,477.0
0.060,469.0
0.065,472.0
0.070,479.0
0.075,477.0
0.080,475.0
0.085,470.0
0.090,475.0
0.095,471.0
0.100,468.0
0.105,473.0
0.110,474.0
0.115,475.0
0.120,470.0
0.125,470.0
0.130,474.0
0.135,475.0
0.140,472.0
0.145,473.0
0.150,469.0
0.155,468.0
0.160,470.0
0.165,472.0
0.170,466.0
0.175,472.0
0.180,469.0
0.185,467.0
0.190,465.0
0.195,470.0
0.200,471.0
0.205,468.0
0.210,465.0
0.215,465.0
0.220,468.0
0.225,470.0
0.230,466.0
0.235,474.0
0.240,476.0
0.245,476.0
0.250,475.0
0.255,475.0
0.260,478.0
0.265,476.0
0.270,480.0
0.275,493.0
0.280,496.0
0.285,506.0
0.290,517.0
0.295,534.0
0.300,548.0
0.305,559.0
0.310,577.0
0.315,585.0
0.320,603.0
0.325,619.0
0.330,635.0
0.335,651.0
0.340,667.0
0.345,678.0
0.350,695.0
0.355,710.0
0.360,727.0
0.365,738.0
0.370,753.0
0.375,757.0
0.380,766.0
0.385,777.0
0.390,786.0
0.395,785.0
0.400,787.0
0.405,782.0
0.410,776.0
0.415,768.0
0.420,765.0
0.425,757.0
0.430,744.0
0.435,727.0
0.440,717.0
0.445,696.0
0.450,687.0
0.455,670.0
0.460,652.0
0.465,639.0
0.470,637.0
0.475,620.0
0.480,618.0
0.485,611.0
0.490,612.0
0.495,606.0
0.500,609.0
0.505,605.0
0.510,611.0
0.515,614.0
0.520,612.0
0.525,602.0
0.530,608.0
0.535,598.0
0.540,599.0
0.545,584.0
0.550,577.0
0.555,573.0
0.560,561.0
0.565,559.0
0.570,549.0
0.575,542.0
0.580,531.0
0.585,524.0
0.590,514.0
0.595,510.0
0.600,506.0
0.605,502.0
0.610,494.0
0.615,496.0
0.620,495.0
0.625,485.0
0.630,481.0
0.635,486.0
0.640,477.0
0.645,475.0
0.650,470.0
0.655,473.0
0.660,471.0
0.665,462.0
0.670,465.0
0.675,467.0
0.680,463.0
0.685,464.0
0.690,473.0
0.695,468.0
0.700,461.0
0.705,467.0
0.710,463.0
0.715,464.0
0.720,465.0
0.725,465.0
0.730,458.0
0.735,463.0
0.740,464.0
0.745,466.0
0.750,464.0
0.755,459.0
0.760,464.0
0.765,465.0
0.770,462.0
0.775,458.0
0.780,460.0
0.785,455.0
0.790,461.0
0.795,465.0
0.800,459.0
0.805,462.0
0.810,463.0
0.815,457.0
0.820,455.0
0.825,463.0
0.830,463.0
0.835,458.0
0.840,455.0
0.845,456.0
0.850,450.0
0.855,449.0
0.860,455.0
0.865,458.0
0.870,458.0
0.875,459.0
0.880,454.0
0.885,451.0
0.890,455.0
0.895,460.0
0.900,457.0
0.905,453.0
0.910,461.0
0.915,454.0
0.920,457.0
0.925,460.0
0.930,459.0
0.935,453.0
0.940,456.0
0.945,459.0
0.950,459.0
0.955,459.0
0.960,457.0
0.965,454.0
0.970,457.0
0.975,455.0
0.980,453.0
0.985,461.0
0.990,459.0
0.995,456.0
1.000,455.0
