Tension_X(V),Intensite
0.225,352.0
0.230,349.0
0.235,356.0
0.240,351.0
0.245,353.0
0.250,355.0
0.255,349.0
0.260,354.0
0.265,353.0
0.270,348.0
0.275,354.0
0.280,351.0
0.285,347.0
0.290,354.0
0.295,349.0
0.300,350.0
0.305,352.0
0.310,346.0
0.315,353.0
0.320,347.0
0.325,345.0
0.330,351.0
0.335,346.0
0.340,347.0
0.345,351.0
0.350,343.0
0.355,347.0
0.360,346.0
0.365,341.0
0.370,349.0
0.375,341.0
0.380,342.0
0.385,347.0
0.390,338.0
0.395,345.0
0.400,340.0
0.405,338.0
0.410,345.0
0.415,338.0
0.420,336.0
0.425,343.0
0.430,333.0
0.435,339.0
0.440,338.0
0.445,331.0
0.450,339.0
0.455,329.0
0.460,335.0
0.465,333.0
0.470,326.0
0.475,336.0
0.480,325.0
0.485,328.0
0.490,332.0
0.495,322.0
0.500,333.0
0.505,324.0
0.510,325.0
0.515,329.0
0.520,319.0
0.525,329.0
0.530,322.0
0.535,323.0
0.540,327.0
0.545,316.0
0.550,325.0
0.555,327.0
0.560,317.0
0.565,328.0
0.570,318.0
0.575,324.0
0.580,325.0
0.585,316.0
0.590,327.0
0.595,319.0
0.600,318.0
0.605,327.0
0.610,317.0
0.615,321.0
0.620,324.0
0.625,316.0
0.630,326.0
0.635,319.0
0.640,319.0
0.645,325.0
0.650,315.0
0.655,325.0
0.660,321.0
0.665,314.0
0.670,325.0
0.675,319.0
0.680,317.0
0.685,325.0
0.690,315.0
0.695,321.0
0.700,322.0
0.705,316.0
0.710,324.0
0.715,315.0
0.720,323.0
0.725,320.0
0.730,314.0
0.735,323.0
0.740,314.0
0.745,323.0
0.750,317.0
0.755,315.0
0.760,324.0
0.765,313.0
0.770,323.0
0.775,317.0
0.780,317.0
0.785,323.0
0.790,312.0
0.795,322.0
0.800,316.0
0.805,315.0
0.810,322.0
0.815,312.0
0.820,320.0
0.825,315.0
0.830,314.0
0.835,324.0
0.840,313.0
0.845,320.0
0.850,321.0
0.855,312.0
0.860,323.0
0.865,314.0
0.870,316.0
0.875,320.0
0.880,313.0
0.885,323.0
0.890,312.0
0.895,320.0
0.900,317.0
0.905,315.0
0.910,322.0
0.915,312.0
0.920,320.0
0.925,318.0
0.930,311.0
0.935,323.0
0.940,314.0
0.945,316.0
0.950,321.0
0.955,311.0
0.960,318.0
0.965,319.0
0.970,314.0
0.975,322.0
0.980,311.0
0.985,318.0
0.990,318.0
0.995,310.0
