Tension_X(V),Intensite
0.205,917.0
0.210,917.0
0.215,917.0
0.220,917.0
0.225,917.0
0.230,917.0
0.235,916.0
0.240,916.0
0.245,915.0
0.250,916.0
0.255,916.0
0.260,914.0
0.265,915.0
0.270,916.0
0.275,916.0
0.280,915.0
0.285,916.0
0.290,915.0
0.295,914.0
0.300,914.0
0.305,914.0
0.310,914.0
0.315,912.0
0.320,913.0
0.325,911.0
0.330,912.0
0.335,912.0
0.340,911.0
0.345,913.0
0.350,910.0
0.355,910.0
0.360,909.0
0.365,908.0
0.370,908.0
0.375,909.0
0.380,908.0
0.385,906.0
0.390,905.0
0.395,902.0
0.400,906.0
0.405,903.0
0.410,903.0
0.415,900.0
0.420,901.0
0.425,900.0
0.430,898.0
0.435,898.0
0.440,896.0
0.445,894.0
0.450,894.0
0.455,893.0
0.460,892.0
0.465,890.0
0.470,889.0
0.475,887.0
0.480,885.0
0.485,882.0
0.490,880.0
0.495,878.0
0.500,876.0
0.505,874.0
0.510,871.0
0.515,864.0
0.520,862.0
0.525,856.0
0.530,848.0
0.535,836.0
0.540,822.0
0.545,811.0
0.550,789.0
0.555,775.0
0.560,757.0
0.565,740.0
0.570,723.0
0.575,706.0
0.580,690.0
0.585,676.0
0.590,662.0
0.595,649.0
0.600,636.0
0.605,624.0
0.610,614.0
0.615,603.0
0.620,593.0
0.625,582.0
0.630,574.0
0.635,566.0
0.640,559.0
0.645,551.0
0.650,545.0
0.655,540.0
0.660,533.0
0.665,526.0
0.670,522.0
0.675,519.0
0.680,514.0
0.685,509.0
0.690,505.0
0.695,503.0
0.700,499.0
0.705,495.0
0.710,492.0
0.715,488.0
0.720,487.0
0.725,483.0
0.730,484.0
0.735,479.0
0.740,478.0
0.745,475.0
0.750,473.0
0.755,470.0
0.760,470.0
0.765,469.0
0.770,465.0
0.775,465.0
0.780,463.0
0.785,463.0
0.790,461.0
0.795,459.0
0.800,459.0
0.805,456.0
0.810,455.0
0.815,454.0
0.820,453.0
0.825,452.0
0.830,454.0
0.835,453.0
0.840,452.0
0.845,449.0
0.850,451.0
0.855,450.0
0.860,450.0
0.865,450.0
0.870,450.0
0.875,449.0
0.880,448.0
0.885,447.0
0.890,447.0
0.895,447.0
0.900,446.0
0.905,446.0
0.910,445.0
0.915,445.0
0.920,445.0
0.925,445.0
0.930,445.0
0.935,446.0
0.940,443.0
0.945,442.0
0.950,445.0
0.955,443.0
0.960,443.0
0.965,445.0
0.970,444.0
0.975,442.0
0.980,442.0
0.985,441.0
0.990,442.0
0.995,438.0
1.000,440.0
